3.20,3560,370.71,45,6.27
3.30,3600,376.99,45,6.37
3.40,3670,383.27,44,6.56
3.50,3740,389.56,43,6.74
3.60,3810,395.84,42,6.91
3.70,3890,402.12,41,7.11
3.80,3960,414.69,40,7.29
3.90,4030,420.97,39,7.46
4.00,4090,427.26,39,7.59
4.10,4180,433.54,38,7.80
4.20,4260,446.11,37,7.98
4.30,4350,452.39,36,8.16
4.40,4410,458.67,36,8.30
4.50,4500,471.24,35,8.48
4.60,4600,477.52,34,8.67
4.70,4660,483.81,34,8.79
4.80,4750,496.37,33,8.97
4.90,4870,508.94,32,9.18
5.00,4920,515.22,32,9.29
5.10,5030,521.50,31,9.49
5.20,5090,527.79,31,9.60
5.30,5200,540.35,30,9.80
5.40,5270,546.64,30,9.93
5.50,5380,559.20,29,10.10
5.60,5450,565.49,29,10.25
5.70,5570,578.05,28,10.43
5.80,5640,590.62,28,10.56
5.90,5770,603.19,27,10.74
6.00,5840,609.47,27,10.87
6.10,5980,622.04,26,11.06
6.20,6050,628.32,26,11.19
6.30,6210,647.17,25,11.40
6.40,6270,653.45,25,11.51
6.50,6330,659.73,25,11.63
6.60,6490,678.58,24,11.81
6.70,6560,684.87,24,11.93
6.80,6740,703.72,23,12.15
6.90,6820,710.00,23,12.29
7.00,6880,716.28,23,12.40
7.10,7050,735.13,22,12.58
7.20,7130,741.42,22,12.71
7.30,7210,753.98,22,12.85
7.40,7390,772.83,21,13.03
7.50,7470,779.11,21,13.13
7.60,7560,791.68,21,13.30
7.70,7750,810.53,20,13.46
7.80,7820,816.81,20,13.58
7.90,7920,829.38,20,13.73
