3.30,3310,345.58,45,6.67
3.40,3360,351.86,44,6.86
3.50,3410,351.86,43,7.05
3.60,3470,358.14,42,7.28
3.70,3510,364.42,42,7.39
3.80,3560,370.71,41,7.58
3.90,3620,376.99,40,7.79
4.00,3680,383.27,39,8.00
4.10,3720,389.56,39,8.11
4.20,3780,395.84,38,8.32
4.30,3840,402.12,37,8.50
4.40,3920,408.41,36,8.77
4.50,3950,408.41,36,8.87
4.60,4020,420.97,35,9.06
4.70,4060,420.97,35,9.21
4.80,4130,427.26,34,9.41
4.90,4200,439.82,33,9.60
5.00,4250,439.82,33,9.77
5.10,4320,452.39,32,9.96
5.20,4360,452.39,32,10.08
5.30,4440,464.96,31,10.29
5.40,4470,464.96,31,10.40
5.50,4560,477.52,30,10.63
5.60,4630,483.81,29,10.82
5.70,4680,490.09,29,10.96
5.80,4720,490.09,29,11.11
5.90,4810,502.65,28,11.31
6.00,4850,502.65,28,11.46
6.10,4940,515.22,27,11.65
6.20,4990,521.50,27,11.82
6.30,5070,527.79,26,12.00
6.40,5110,534.07,26,12.12
6.50,5220,546.64,25,12.37
6.60,5260,546.64,25,12.50
6.70,5300,552.92,25,12.63
6.80,5410,565.49,24,12.84
6.90,5450,565.49,24,12.97
7.00,5560,578.05,23,13.22
7.10,5600,584.34,23,13.31
7.20,5640,590.62,23,13.44
7.30,5750,596.90,22,13.65
7.40,5790,603.19,22,13.78
7.50,5830,609.47,22,13.90
7.60,5950,622.04,21,14.13
7.70,5990,622.04,21,14.25
7.80,6030,628.32,21,14.38
7.90,6150,640.88,20,14.57
8.00,6190,647.17,20,14.70
8.10,6230,647.17,20,14.83
8.20,6270,653.45,20,14.95
8.30,6400,666.02,19,15.15
8.40,6440,672.30,19,15.28
8.50,6490,678.58,19,15.42
8.60,6620,691.15,18,15.61
8.70,6670,697.43,18,15.79
8.80,6710,697.43,18,15.88
8.90,6750,703.72,18,16.01
9.00,6890,716.28,17,16.21
9.10,6920,722.57,17,16.33
9.20,6970,728.85,17,16.47
9.30,7010,728.85,17,16.57
9.40,7170,747.70,16,16.83
9.50,7210,753.98,16,16.92
9.60,7250,753.98,16,17.05
9.70,7290,760.27,16,17.18
9.90,7480,779.11,15,17.47
10.00,7530,785.40,15,17.62
